CustomerCode,FirstName,LastName,Gender,DateOfBirth,Email,Phone,City,State,Region,JoiningDate,CustomerSegment
CUST00205,Jalsa,Sachdeva,Female,2003-11-30,sodhiekavir@example.net,8363980649,Vadodara,Maharashtra,West,2025-02-27,Corporate
CUST00206,Devansh,Pal,Male,1965-09-02,zayan97@example.net,09923886633,Guntakal,Bihar,North,2024-02-14,Premium
CUST00207,Tanay,Gill,Male,1978-02-02,parthhayer@example.net,04778252309,Jaipur,Goa,North,2026-05-03,Premium
CUST00208,Kiaan,Grewal,Female,1974-10-12,chandranwidisha@example.org,00709643647,Delhi,West Bengal,East,2021-11-10,Regular
CUST00209,Bahadurjit,Narayanan,Male,1980-12-12,upkaar55@example.com,+913506551752,Singrauli,Meghalaya,South,2025-02-01,Premium
CUST00210,Hemani,Bail,Female,1991-10-05,abhirammaharaj@example.org,03551576806,Mathura,Maharashtra,South,2022-04-19,Corporate
CUST00211,Nicholas,Andra,Male,1965-09-20,lopagala@example.com,3707340661,Medininagar,Himachal Pradesh,North,2026-06-23,Corporate
CUST00212,Girindra,Mangal,Female,1966-03-13,jpalla@example.net,0394511563,Narasaraopet,Goa,North,2025-11-08,Regular
CUST00213,Advik,Chaudry,Female,1985-12-09,pchoudhary@example.net,09276945990,Darbhanga,Arunachal Pradesh,North,2021-10-27,Premium
CUST00214,Mohini,Acharya,Male,1980-02-16,uvala@example.net,8457715024,Saharsa,Tamil Nadu,East,2021-08-08,Regular
CUST00215,Sudiksha,Chacko,Male,2005-07-24,ngour@example.net,+910680205615,Baranagar,Sikkim,East,2023-01-09,Corporate
CUST00216,Lakshit,Om,Male,1993-09-09,rtripathi@example.org,+913891732288,Bijapur,Bihar,East,2022-11-20,Corporate
CUST00217,Hemang,Roy,Male,1980-03-06,kalitagirindra@example.org,8457410593,Mirzapur,Tamil Nadu,North,2023-12-04,Regular
CUST00218,Yutika,Majumdar,Male,1993-04-24,fsami@example.com,01956230308,Sikar,Mizoram,North,2022-03-25,Corporate
CUST00219,Rohan,Som,Female,1991-06-21,tanmayi39@example.net,00553076188,Bidar,West Bengal,South,2026-06-29,Regular
CUST00220,Shravya,Cherian,Male,1981-10-11,jeremiahnagarajan@example.com,09839996959,Phagwara,Andhra Pradesh,South,2023-10-17,Corporate
CUST00221,Aayush,Pandya,Male,1989-07-18,umang48@example.org,+917489447005,Dibrugarh,Manipur,West,2023-02-18,Premium
CUST00222,Gautami,Garde,Male,1983-05-30,thakkarzaitra@example.net,1040799190,Ongole,Arunachal Pradesh,South,2023-12-20,Corporate
CUST00223,Bhavani,Bhatnagar,Female,1998-09-27,maniisaiah@example.net,08404174519,Jhansi,Jharkhand,West,2022-12-04,Premium
CUST00224,Urmi,Uppal,Male,1982-07-26,chadharadha@example.net,3278799034,Panvel,Sikkim,South,2022-03-06,Regular
CUST00225,Caleb,Goswami,Male,1976-02-07,lavanya37@example.com,+911874510761,Chittoor,Andhra Pradesh,South,2023-07-23,Premium
CUST00226,Ekta,Doshi,Male,2005-12-01,jbumb@example.com,7589079707,Nanded,Tripura,South,2022-03-01,Corporate
CUST00227,Hredhaan,Merchant,Female,1972-08-07,elijahganesan@example.org,03710556241,Bahraich,Nagaland,North,2023-10-31,Corporate
CUST00228,Sarthak,Badami,Male,1974-03-30,ekansh83@example.org,0499258380,Indore,Tripura,North,2022-08-22,Corporate
CUST00229,Timothy,Chaudhry,Male,1989-02-01,csarin@example.org,04285553086,Gulbarga,Bihar,North,2024-06-18,Premium
CUST00230,Chakrika,Raval,Female,1976-05-18,harrison63@example.net,04249647405,Mumbai,Himachal Pradesh,East,2024-08-01,Regular
CUST00231,Jasmit,Sahota,Male,1985-11-07,mganguly@example.net,8241529420,Dehradun,Tamil Nadu,West,2025-08-08,Corporate
CUST00232,Peter,Venkatesh,Male,1988-04-29,ucchalbhatt@example.org,1281850074,Singrauli,Gujarat,East,2024-03-18,Premium
CUST00233,Vivaan,Pai,Male,1986-06-16,fariqmaharaj@example.net,05653161512,Ambarnath,Arunachal Pradesh,North,2025-07-27,Regular
CUST00234,Theodore,Boase,Female,1991-04-23,janyaperi@example.net,+916372861508,Maheshtala,Andhra Pradesh,West,2026-06-27,Premium
CUST00235,Abha,Kaur,Female,2005-09-03,vnigam@example.org,3116458415,Amritsar,Chhattisgarh,South,2021-12-22,Regular
CUST00236,Henry,Thakur,Female,2006-11-21,nidrasoni@example.org,2198414653,Nadiad,Odisha,West,2024-11-21,Corporate
CUST00237,Aachal,Kannan,Male,1983-12-29,vanya49@example.com,00703486082,Dhule,Tamil Nadu,West,2025-03-06,Premium
CUST00238,Sanya,Vyas,Female,2003-09-09,gautamibarad@example.net,4428862075,Jalandhar,Punjab,North,2023-08-11,Regular
CUST00239,Shaurya,Sha,Male,1984-02-12,chaitanyaatwal@example.net,+919091900017,Madhyamgram,Tripura,West,2021-10-03,Regular
CUST00240,Bhavini,Dhar,Male,1976-01-29,royeesha@example.com,07846087463,Salem,Uttarakhand,North,2023-12-27,Regular
CUST00241,Lipika,Kant,Female,1998-12-03,murtyekta@example.com,+910135171551,Guntur,West Bengal,South,2024-09-25,Regular
CUST00242,Qabil,Butala,Female,1996-02-11,isavant@example.net,2730874868,Ujjain,Andhra Pradesh,South,2023-01-08,Premium
CUST00243,Zaid,Bhavsar,Male,2000-04-15,hsaran@example.net,4116343475,Navi Mumbai,West Bengal,East,2023-02-02,Premium
CUST00244,Frado,Sharaf,Male,1966-07-06,dalaja81@example.org,4556215328,Alwar,Jharkhand,North,2026-02-07,Corporate
CUST00245,Megha,Borra,Female,1981-07-31,cmann@example.com,8133233826,Indore,Chhattisgarh,East,2026-04-23,Corporate
CUST00246,Jhalak,Deol,Male,1992-10-19,hegdeabdul@example.com,08327534373,Kirari Suleman Nagar,Tamil Nadu,West,2024-06-18,Corporate
CUST00247,Gagan,Pau,Female,1988-11-19,apteaayush@example.net,+917546358951,Tiruchirappalli,Mizoram,North,2023-10-22,Regular
CUST00248,Maanas,Ratti,Male,1971-05-01,jdixit@example.net,6433940068,Ozhukarai,Nagaland,West,2025-12-19,Premium
CUST00249,Aarush,Basu,Female,1996-01-26,ksaraf@example.net,5062864228,Raebareli,Uttar Pradesh,North,2025-05-28,Premium
CUST00250,Anita,Hegde,Male,1991-11-27,thayre@example.net,2407066212,Ranchi,Odisha,North,2024-04-24,Corporate
CUST00251,Sanaya,Bahri,Female,1984-07-12,yashica76@example.net,9189305834,Jaipur,Madhya Pradesh,North,2025-04-14,Premium
CUST00252,Noah,Boase,Male,1983-05-30,dakshkaul@example.com,+915621032355,Phagwara,Mizoram,West,2022-09-07,Regular
CUST00253,Kevin,Uppal,Female,1973-01-15,raghav91@example.org,01608251455,Shivpuri,Andhra Pradesh,West,2024-09-26,Premium
CUST00254,Patrick,Shukla,Female,1998-10-08,isaiah04@example.com,9265498629,Gandhinagar,Maharashtra,West,2025-05-17,Regular
CUST00255,Oeshi,Bakshi,Male,1973-11-20,chandresh66@example.com,2133832352,Baranagar,Haryana,West,2023-05-07,Premium
CUST00256,Azaan,Jani,Female,1986-11-01,etanori@example.com,7874451445,Kumbakonam,Sikkim,North,2025-09-16,Regular
CUST00257,Pratyush,Lanka,Female,1981-01-13,qarinchokshi@example.com,0336144829,Guwahati,West Bengal,South,2024-03-10,Corporate
CUST00258,Varsha,Butala,Female,2002-02-16,gabaquincy@example.net,1969780093,Vasai-Virar,Arunachal Pradesh,North,2025-05-27,Regular
CUST00259,Madhavi,Varkey,Female,1994-04-09,sarkararunima@example.org,04062202256,Kollam,Himachal Pradesh,West,2025-07-19,Premium
CUST00260,Indali,Sankaran,Female,1998-06-16,poojachoudhry@example.org,+910800664273,North Dumdum,Himachal Pradesh,South,2023-05-20,Regular
CUST00261,Aarnav,Goel,Female,1983-05-20,manya56@example.org,02865414906,Vellore,Uttarakhand,East,2023-11-16,Corporate
CUST00262,Mitali,Chopra,Male,1975-09-02,salviwarjas@example.com,+918283906570,Tiruppur,Jharkhand,South,2025-05-24,Regular
CUST00263,Ranbir,Ramesh,Male,1971-05-12,vanyaraja@example.org,9954455153,Khora ,Chhattisgarh,South,2024-02-18,Premium
CUST00264,Odika,Soman,Male,1992-11-08,abhiram64@example.org,07830217781,Kurnool,Himachal Pradesh,North,2021-11-24,Premium
CUST00265,Amruta,Oak,Male,1988-09-14,ggrewal@example.net,6679444492,Baranagar,Uttar Pradesh,South,2025-11-18,Corporate
CUST00266,Yoshita,Maharaj,Female,1990-02-16,tghose@example.com,07804655936,Dibrugarh,Uttarakhand,West,2025-03-01,Regular
CUST00267,Umang,Bali,Male,1976-07-06,ntandon@example.org,3997336522,Kavali,Haryana,East,2025-11-05,Premium
CUST00268,Madhav,Narain,Male,1997-01-26,tchatterjee@example.com,07936549190,Dehradun,West Bengal,South,2021-12-21,Regular
CUST00269,Vihaan,Nath,Female,1999-05-11,krishna19@example.com,+915459477156,Jalna,Arunachal Pradesh,North,2025-04-19,Corporate
CUST00270,Gopal,Subramanian,Female,1985-07-03,dayamaibarman@example.net,7681096690,Navi Mumbai,Haryana,West,2023-07-30,Regular
CUST00271,Tanay,Aurora,Female,1998-07-05,praneel56@example.org,+912935926674,Ozhukarai,Gujarat,West,2021-12-17,Regular
CUST00272,Benjamin,Rattan,Female,1988-06-22,faqidmajumdar@example.org,+913675982235,Madurai,Maharashtra,East,2025-03-20,Premium
CUST00273,Warhi,Goyal,Male,1982-12-09,diya84@example.net,0865975729,Vijayawada,Chhattisgarh,South,2022-09-05,Premium
CUST00274,Ladli,Seshadri,Female,1986-10-11,harshilkannan@example.org,01446436951,Kavali,Nagaland,North,2021-12-01,Premium
CUST00275,Ekta,Jani,Female,2007-06-19,nattdiya@example.com,+911274044915,Satna,Sikkim,North,2023-11-02,Regular
CUST00276,Maanav,Hari,Male,2006-04-11,balanryan@example.org,+917121363235,Orai,Arunachal Pradesh,East,2024-08-28,Premium
CUST00277,Chakrika,Gour,Female,1988-12-18,ukhanna@example.net,06007470795,Salem,Uttarakhand,North,2022-03-13,Regular
CUST00278,Rajata,Pandey,Female,1983-09-01,harshchoudhary@example.net,+912136236609,Gorakhpur,Punjab,East,2024-11-10,Corporate
CUST00279,Arya,Dara,Male,1993-10-28,rmanne@example.net,00510200794,Nagpur,Andhra Pradesh,South,2024-01-10,Corporate
CUST00280,Kashvi,Wason,Male,1997-05-26,jlala@example.net,02018444102,Mehsana,Uttarakhand,East,2022-02-24,Corporate
CUST00281,Amol,Bhatti,Male,2003-07-17,tvasa@example.org,2146690393,Nagpur,Sikkim,South,2022-04-08,Premium
CUST00282,Luke,Venkatesh,Male,1998-10-04,bchhabra@example.org,3453009548,Bahraich,Uttarakhand,West,2022-12-23,Regular
CUST00283,Sarthak,Chatterjee,Female,1974-01-14,janakiacharya@example.net,05548749017,Barasat,Madhya Pradesh,East,2022-08-31,Corporate
CUST00284,Yashoda,Menon,Male,1995-11-15,advaithmand@example.com,07424095674,Nizamabad,Nagaland,West,2022-07-24,Regular
CUST00285,Tamanna,Kaur,Male,2000-07-29,bhavini43@example.com,07893517284,Amaravati,Chhattisgarh,North,2024-04-04,Premium
CUST00286,Oni,Shetty,Male,1993-05-05,ipalla@example.com,+913672190981,Junagadh,Sikkim,West,2022-02-19,Premium
CUST00287,Harini,Chahal,Female,1995-11-08,kai28@example.org,07653305216,Ambarnath,Gujarat,South,2024-03-18,Corporate
CUST00288,Urvashi,Rajagopalan,Female,1988-06-10,khannacharan@example.org,+910138788642,Kolhapur,Sikkim,West,2023-03-31,Premium
CUST00289,Idika,Prakash,Female,1977-01-12,tejas88@example.net,07910604025,Katihar,Jharkhand,West,2024-02-01,Regular
CUST00290,Abhimanyu,Bir,Male,1990-02-17,nandafaraj@example.com,4669984778,Kamarhati,Himachal Pradesh,East,2025-06-13,Premium
CUST00291,Yachana,Hayre,Female,1980-08-08,ranbir83@example.org,1730525978,Rajahmundry,Punjab,East,2022-01-17,Regular
CUST00292,Daniel,Chacko,Female,2001-08-18,jacksonhalder@example.com,+915150133598,Sambalpur,Kerala,East,2023-01-10,Premium
CUST00293,Damini,Das,Female,1995-05-04,ysubramaniam@example.net,4076632491,Gaya,Andhra Pradesh,South,2025-04-19,Premium
CUST00294,Elijah,Chauhan,Female,1995-12-18,hkanda@example.org,9678406007,Ichalkaranji,Bihar,North,2025-03-31,Regular
CUST00295,Ekaraj,Lalla,Male,1984-02-23,aptejalsa@example.net,+916143794744,Jodhpur,Madhya Pradesh,North,2025-11-09,Regular
CUST00296,Panini,Chawla,Female,1992-03-09,isaacramanathan@example.net,06506303562,Khandwa,Goa,West,2022-07-02,Premium
CUST00297,Mason,Mohan,Female,2007-07-25,csengupta@example.com,6508088780,Aizawl,Telangana,North,2025-04-16,Corporate
CUST00298,Aarush,Nigam,Female,1974-10-27,oeshiraju@example.net,06173862200,Gwalior,Uttarakhand,East,2025-09-13,Corporate
CUST00299,Bhavika,Sagar,Female,1965-10-27,vargheseekta@example.org,+916760011979,Gorakhpur,Tamil Nadu,North,2024-02-14,Corporate
CUST00300,Vansha,Modi,Female,1989-02-26,ansh04@example.net,1904783299,Mira-Bhayandar,Odisha,West,2024-01-04,Regular
CUST00301,Januja,Sharma,Female,1967-04-30,broy@example.com,+910152780555,Vadodara,Madhya Pradesh,West,2026-03-26,Premium
CUST00302,Tanmayi,Dhar,Female,2003-02-17,jravi@example.net,8259971867,Ongole,Arunachal Pradesh,East,2024-04-12,Regular
CUST00303,Bachittar,Puri,Male,1973-07-29,varkeygeetika@example.org,08664616602,Nagercoil,Maharashtra,North,2022-04-10,Corporate
CUST00304,Qarin,Magar,Male,1984-10-15,yuvrajlanka@example.org,2437588962,Kharagpur,Maharashtra,East,2022-03-10,Corporate
CUST00305,Triya,Bains,Female,1983-02-07,prashadinaya@example.net,07278116476,Bangalore,Chhattisgarh,South,2025-11-19,Corporate
CUST00306,Warhi,Dora,Male,1997-02-02,tshroff@example.com,8836409188,Ajmer,Bihar,South,2021-11-27,Premium
CUST00307,Ekaja,Randhawa,Female,1995-05-02,egrover@example.net,07996518557,Secunderabad,Gujarat,East,2023-05-08,Premium
CUST00308,Lipika,Loyal,Female,1996-04-23,somsaumya@example.net,+915181188587,Giridih,Rajasthan,North,2026-02-15,Premium
CUST00309,Urvi,Tripathi,Male,1982-12-10,jgole@example.com,3203395863,Mumbai,Uttar Pradesh,South,2026-05-15,Premium
CUST00310,Ati,Mani,Male,1973-10-02,tarawable@example.org,+919335469722,Bulandshahr,Madhya Pradesh,East,2023-02-23,Premium
CUST00311,Chavvi,Wason,Male,1974-06-08,megha36@example.org,+910755642983,Dewas,Maharashtra,South,2024-11-12,Premium
CUST00312,Hritik,Badami,Male,1994-07-28,pranavsoman@example.com,+911062819544,Bijapur,Kerala,North,2024-09-26,Corporate
CUST00313,Brijesh,Singhal,Male,1997-05-30,naiduikshita@example.com,7509337035,Thane,Jharkhand,East,2022-11-03,Premium
CUST00314,Suhani,Trivedi,Female,1974-07-29,turvi54@example.net,2789878029,Vellore,Bihar,South,2023-08-06,Corporate
CUST00315,Ishita,Malhotra,Male,1993-05-06,lsavant@example.net,04008430973,Vasai-Virar,Himachal Pradesh,South,2023-05-03,Premium
CUST00316,Gaurav,Mangat,Female,1965-12-18,cgola@example.net,+917060986359,Thanjavur,Chhattisgarh,South,2023-04-09,Premium
CUST00317,Advik,Chokshi,Female,1979-05-02,upadhriti82@example.org,+917052337078,Sonipat,Nagaland,West,2023-10-05,Regular
CUST00318,Balvan,Dhar,Male,2008-05-02,fchoudhary@example.com,0893104659,Bardhaman,Madhya Pradesh,West,2024-01-31,Regular
CUST00319,Aishani,Wadhwa,Male,1981-11-17,ekavir09@example.net,03035435651,Panihati,West Bengal,North,2022-10-24,Premium
CUST00320,Girish,Barad,Male,1966-09-17,ypadmanabhan@example.org,+913083338468,Eluru,Assam,East,2022-01-23,Corporate
CUST00321,Nandini,Kamdar,Female,1965-07-24,adyasodhi@example.com,06051447248,Gudivada,Andhra Pradesh,South,2025-03-26,Regular
CUST00322,Yashawini,Roy,Female,1976-05-05,pravel@example.net,+916668758912,Phusro,Manipur,North,2024-08-26,Corporate
CUST00323,Ishaan,Pingle,Male,2001-08-14,lopavarghese@example.net,03476847075,Nangloi Jat,Jharkhand,North,2023-02-15,Premium
CUST00324,Harini,Doshi,Male,1984-05-25,cnaik@example.net,08416211796,Silchar,Kerala,East,2024-04-14,Corporate
CUST00325,Shivansh,Bora,Female,1977-02-12,fganesh@example.com,05005048477,Kota,Uttarakhand,East,2024-04-01,Corporate
CUST00326,Rajeshri,Rastogi,Female,2000-04-09,ucchaldeshmukh@example.com,+917393132563,Bhubaneswar,Odisha,North,2024-01-27,Regular
CUST00327,Baghyawati,Wason,Male,1997-05-11,jhaveriyadavi@example.net,04327140838,Ramagundam,Punjab,South,2026-05-30,Regular
CUST00328,Zehaan,Dugal,Female,1993-12-29,yatin65@example.org,+912779500069,Warangal,Chhattisgarh,East,2025-07-30,Corporate
CUST00329,Bishakha,Peri,Male,1970-10-29,mangatbhavika@example.com,+915638406224,Bongaigaon,Odisha,South,2023-10-25,Regular
CUST00330,Varsha,Dhar,Male,1972-05-22,nitaradar@example.net,8110599123,Madhyamgram,Haryana,West,2025-07-28,Corporate
CUST00331,Jackson,Sanghvi,Female,1971-07-21,prabhakarbaghyawati@example.com,00573995266,Durgapur,Telangana,North,2022-09-26,Regular
CUST00332,Anamika,Mohanty,Male,1970-01-30,mbarman@example.org,02407470853,Jodhpur,Assam,West,2025-09-28,Premium
CUST00333,Finn,Ratta,Female,1998-12-24,tchand@example.net,3203888304,Pune,Odisha,South,2022-02-17,Regular
CUST00334,Isha,Rege,Male,1990-06-12,darsh16@example.com,04076908190,Raipur,Assam,South,2025-09-11,Corporate
CUST00335,Anusha,Raju,Female,1979-11-18,chandekbal@example.org,+912807579250,Chandrapur,Bihar,North,2022-10-28,Regular
CUST00336,Vamakshi,Dasgupta,Female,1993-11-22,dayamaisharaf@example.net,3202925546,Jammu,Kerala,North,2025-03-03,Corporate
CUST00337,Shivansh,Divan,Male,1980-03-24,samimanan@example.org,5295607402,Guna,Gujarat,South,2022-12-10,Premium
CUST00338,Champak,Kapadia,Female,1995-02-02,sneha84@example.net,+913886548614,Begusarai,Gujarat,East,2023-07-02,Premium
CUST00339,Hemang,Mistry,Female,2006-07-31,vidhi38@example.net,9763595398,Patiala,Odisha,West,2022-02-17,Premium
CUST00340,Pooja,Ramanathan,Female,1969-08-03,onivyas@example.net,00479664539,Rewa,Madhya Pradesh,East,2024-04-28,Premium
CUST00341,Charan,Ramanathan,Male,1990-08-10,talwarkrisha@example.com,+918578541451,Arrah,Sikkim,East,2023-10-07,Corporate
CUST00342,Jeevika,Seshadri,Male,1978-06-18,chaman62@example.org,+917583914470,Tezpur,Mizoram,West,2024-02-23,Premium
CUST00343,Garima,Edwin,Male,2008-05-01,jmangat@example.org,+913253666922,Vijayanagaram,Karnataka,East,2023-12-26,Premium
CUST00344,Nihal,Mangat,Female,1997-11-08,hritik45@example.net,+912191450400,Sri Ganganagar,Karnataka,West,2024-11-17,Premium
CUST00345,Varenya,Vyas,Male,1970-01-10,robertsant@example.net,03833298029,Aizawl,Meghalaya,South,2024-09-30,Regular
CUST00346,Eta,Krishna,Male,1990-08-17,rajata50@example.com,0035289413,Kurnool,Odisha,East,2024-02-02,Premium
CUST00347,Lekha,Seshadri,Male,1972-05-02,jagdishpuri@example.com,01686097099,Anand,Telangana,West,2024-07-30,Corporate
CUST00348,Aadhya,Apte,Male,1974-11-06,sthaman@example.com,5262069473,Gorakhpur,Manipur,West,2024-04-08,Regular
CUST00349,Chakrika,Saxena,Female,1998-06-27,tanmayi28@example.com,+916380442448,Kollam,Uttarakhand,South,2024-12-25,Corporate
CUST00350,Krisha,Lad,Female,1981-12-28,raiprisha@example.net,00554969816,Tiruchirappalli,Haryana,South,2025-11-20,Corporate
CUST00351,Upkaar,Bajaj,Male,1984-11-12,umangtaneja@example.net,+912433442043,Mirzapur,Arunachal Pradesh,West,2022-05-22,Corporate
CUST00352,Kavya,Uppal,Female,2006-02-23,zdutta@example.com,04702807705,Siwan,Arunachal Pradesh,South,2021-11-14,Regular
CUST00353,Nidra,D’Alia,Female,1990-12-23,karpenandini@example.org,+912248617175,Bikaner,Gujarat,South,2025-02-19,Premium
CUST00354,Anamika,Pradhan,Male,1978-02-06,mchoudhary@example.com,1114040040,Srinagar,Gujarat,East,2021-08-06,Corporate
CUST00355,Laksh,Chauhan,Male,1974-08-19,karanbrinda@example.com,01728566442,Purnia,Assam,North,2022-05-13,Premium
CUST00356,Harrison,Dayal,Male,2007-12-05,khuranalipika@example.net,05708058623,Rohtak,Kerala,North,2023-03-12,Premium
CUST00357,Odika,Cheema,Male,1987-09-18,gapte@example.net,01164440073,Bhatpara,Tamil Nadu,West,2026-03-08,Regular
CUST00358,Chandani,Khatri,Female,1971-03-24,xapte@example.net,04818122008,Panvel,Madhya Pradesh,West,2024-01-12,Regular
CUST00359,Arjun,Muni,Male,2004-06-11,jagdishoommen@example.net,+915249063471,Hyderabad,Punjab,South,2026-07-03,Regular
CUST00360,Ekanta,Bhattacharyya,Female,1990-06-09,radhika46@example.org,03170805550,Sirsa,Rajasthan,East,2025-12-07,Regular
CUST00361,Waida,Modi,Female,1979-02-21,nilimavohra@example.com,8629424093,Sasaram,Goa,North,2025-03-08,Corporate
CUST00362,Finn,Mannan,Female,1970-11-21,jkrish@example.com,+918594123349,Thane,Chhattisgarh,East,2023-10-23,Regular
CUST00363,Damini,Suresh,Male,2008-07-19,singhalqabil@example.com,+917371663111,Bilaspur,Tamil Nadu,South,2025-11-28,Premium
CUST00364,Kamya,Deo,Male,1989-03-19,ekala@example.org,06970663657,Surat,Haryana,West,2022-02-01,Regular
CUST00365,Tamanna,De,Female,1982-09-10,abeer87@example.com,+912110017667,Ambarnath,Uttarakhand,East,2025-02-12,Regular
CUST00366,Nicholas,Johal,Male,2007-04-04,egour@example.org,0005687776,Imphal,Assam,North,2022-04-13,Premium
CUST00367,Nitara,Dani,Male,1982-04-14,bimalazachariah@example.org,03258759708,Guwahati,Uttar Pradesh,South,2026-05-06,Regular
CUST00368,Hema,Taneja,Male,1983-02-16,qhora@example.org,+911298361931,Navi Mumbai,Punjab,South,2024-04-24,Premium
CUST00369,Victor,Raman,Female,1979-06-27,arunimaram@example.com,6308289546,Bhind,Haryana,East,2023-05-15,Premium
CUST00370,Amara,Dube,Male,1977-10-10,wsrinivasan@example.org,03662165463,Parbhani,Tripura,East,2025-10-30,Regular
CUST00371,Yauvani,Upadhyay,Male,2003-01-25,aishanilal@example.org,9087596343,Mahbubnagar,Assam,North,2021-08-29,Regular
CUST00372,Pooja,Acharya,Female,1978-08-10,ekbalvig@example.org,06779153790,Amritsar,Goa,East,2025-03-18,Corporate
CUST00373,Gavin,Chadha,Female,1996-06-21,anamikakibe@example.com,6678695699,Anand,Kerala,West,2023-04-07,Premium
CUST00374,Chanchal,Kakar,Male,1993-04-13,alka66@example.com,08700233749,Srinagar,Gujarat,East,2024-05-21,Regular
CUST00375,Peter,Deshpande,Male,1988-06-02,sankarabeer@example.com,0759546969,Akola,Punjab,South,2022-02-12,Premium
CUST00376,Indira,Raj,Female,1977-03-09,arajagopal@example.org,7539474730,Dharmavaram,Manipur,North,2024-03-03,Premium
CUST00377,Devika,Modi,Male,2006-08-18,farhan08@example.org,3878978149,Vijayanagaram,Kerala,East,2025-11-25,Regular
CUST00378,Chaitaly,Wali,Male,1971-03-08,ishani55@example.org,1662241060,Alwar,Mizoram,East,2023-10-04,Regular
CUST00379,Aadhya,Bail,Female,1966-06-15,rajagopalanryan@example.com,07596181842,Buxar,Meghalaya,North,2025-07-25,Premium
CUST00380,Eesha,Mammen,Female,1994-07-03,urishillapal@example.com,5361892721,Sasaram,Tripura,West,2022-03-30,Corporate
CUST00381,Barkha,Mani,Female,2006-11-04,fmukhopadhyay@example.net,05177863783,Anand,Meghalaya,East,2023-05-13,Corporate
CUST00382,Rudra,Subramanian,Female,1989-08-14,radhika16@example.net,01610604312,Salem,Uttarakhand,North,2025-10-09,Corporate
CUST00383,Amruta,Karnik,Female,1976-05-18,advikguha@example.org,8667737059,Madurai,Uttar Pradesh,South,2022-08-24,Regular
CUST00384,Chameli,Oommen,Female,1983-05-28,nvarughese@example.org,04419076655,Karawal Nagar,Gujarat,North,2024-04-28,Premium
CUST00385,Yadavi,Maharaj,Female,1998-05-10,matthewwable@example.com,9361656461,Coimbatore,Goa,North,2023-02-13,Premium
CUST00386,Ranveer,Chadha,Female,2005-10-02,utkarshsur@example.com,7157504390,Ranchi,Mizoram,North,2025-04-03,Regular
CUST00387,Edhitha,Patil,Female,1986-05-21,falanbera@example.com,02908592637,Sasaram,Himachal Pradesh,North,2021-11-20,Regular
CUST00388,Vedhika,Sundaram,Female,1985-06-27,tanaygopal@example.com,08412561858,Rampur,Rajasthan,West,2024-08-26,Regular
CUST00389,Girik,Magar,Female,1989-04-14,birdivya@example.com,+911589486575,Mehsana,Uttar Pradesh,East,2025-02-07,Corporate
CUST00390,Gavin,Arora,Female,2003-12-19,nagiaahana@example.com,4879068478,Karawal Nagar,Meghalaya,West,2022-06-14,Premium
CUST00391,Nidhi,Dalal,Female,1984-02-22,advikwali@example.net,+915604032554,Jabalpur,West Bengal,West,2023-01-25,Premium
CUST00392,Jacob,Thaman,Female,1996-03-06,ria40@example.org,+917331447775,Moradabad,Bihar,East,2022-06-08,Regular
CUST00393,Janya,Yogi,Male,1980-12-26,saniprisha@example.com,+919358583716,Uluberia,Odisha,North,2025-06-04,Premium
CUST00394,Isaac,Suri,Male,1977-09-11,megha54@example.com,+919007271046,Unnao,Bihar,North,2022-02-16,Corporate
CUST00395,Dhruv,Sastry,Male,1997-05-05,ojani@example.net,02300094985,Alwar,Punjab,East,2024-09-18,Corporate
CUST00396,Rudra,Sachdev,Female,1979-04-26,praneel54@example.com,09849406672,Shimla,Rajasthan,South,2021-08-24,Regular
CUST00397,Aarav,Bose,Female,1978-12-15,dpalla@example.com,4964762126,Naihati,Tamil Nadu,West,2024-08-03,Regular
CUST00398,Gauri,Dhillon,Female,1994-06-10,yamininarain@example.org,+914797105263,Bhatpara,West Bengal,North,2023-02-11,Corporate
CUST00399,Hema,Soni,Male,2003-04-29,amairahanda@example.net,+910533892282,Kharagpur,Manipur,North,2022-08-08,Corporate
CUST00400,Guneet,Sani,Female,1974-08-26,daniladli@example.net,+918814025210,Ludhiana,Himachal Pradesh,South,2025-06-19,Corporate
CUST00401,Noah,Ramaswamy,Male,1981-01-30,saxenamichael@example.org,+910218739989,Lucknow,Jharkhand,North,2024-01-19,Corporate
CUST00402,Joshua,Vora,Male,1971-10-31,krishnaprashad@example.com,08410103399,Vasai-Virar,Odisha,North,2023-11-25,Corporate
CUST00403,Xalak,Borra,Female,1990-02-27,mekhala59@example.com,6803010227,Raipur,Andhra Pradesh,West,2024-10-27,Premium
CUST00404,Balveer,Narayan,Female,1994-10-30,arunima87@example.org,9689081598,Bulandshahr,Jharkhand,East,2021-08-17,Regular
CUST00405,Ikbal,Deol,Female,1975-11-10,thamanyash@example.org,0228276378,Amravati,Kerala,West,2024-06-26,Corporate
CUST00406,Tamanna,Tella,Female,1984-11-11,behlganga@example.com,9261193764,Kamarhati,Odisha,North,2025-04-17,Corporate
CUST00407,Yamini,Khosla,Female,1993-09-08,falgunidas@example.org,1993993673,Tenali,Himachal Pradesh,North,2024-09-24,Premium
CUST00408,Anya,Dhar,Female,1995-12-28,mohinibajwa@example.org,7293438670,Medininagar,Himachal Pradesh,South,2023-10-22,Premium
CUST00409,Fitan,Dhillon,Female,1978-09-21,pmitter@example.net,+913562821425,Tezpur,Haryana,West,2022-10-22,Premium
